"id","name","party","state","vote.1369","vote.1370","vote.1378","vote.1380","vote.1381","vote.1382","vote.1383","vote.1384","vote.1385","vote.1386","vote.1388","vote.1391","vote.1392","vote.1393","vote.1398","vote.1399","vote.1400","vote.1401","vote.1402","vote.1403","vote.1404","vote.1405","vote.1406","vote.1407","vote.1409","vote.1413","vote.1414","vote.1415","vote.1416","vote.1417","vote.1418","vote.1420","vote.1421","vote.1422","vote.1423","vote.1424","vote.1426","vote.1427","vote.1429","vote.1431","vote.1432","vote.1478","vote.1479","vote.1480","vote.1483","vote.1484","vote.1485","vote.1486","vote.1487","vote.1488","vote.1489","vote.1490","vote.1491","vote.1493","vote.1494","vote.1496","vote.1503","vote.1509","vote.1513","vote.1517","vote.1518","vote.1526","vote.1527","vote.1528","vote.1529","vote.1530","vote.1532","vote.1533","vote.1534","vote.1535","vote.1538","vote.1540","vote.1541","vote.1544","vote.1545","vote.1548","vote.1551","vote.1552","vote.1572","vote.1573","vote.1574","vote.1575","vote.1576","vote.1577","vote.1578","vote.1579","vote.1580","vote.1581","vote.1583","vote.1584","vote.1589"
338,"ARY KARA","PPB","SP",4,4,1,2,2,4,1,1,1,4,1,4,1,1,2,1,4,1,2,2,4,2,2,2,2,2,1,2,2,1,1,1,1,1,1,4,4,4,1,4,1,1,1,1,4,4,1,1,1,2,1,2,1,2,4,4,4,5,1,4,4,1,1,1,2,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
338,"ARY KARA","PTB","SP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,1,4,1,2,4,1,1,1,2,1,1,1,4,2,1,1,1,1
595,"ASDRUBAL BENTES","PMDB","PA",1,1,4,2,4,2,1,1,1,4,4,4,4,4,2,1,4,4,4,4,4,4,4,4,4,2,4,2,4,4,4,4,1,4,1,4,1,1,2,2,1,1,1,1,4,1,1,1,1,2,1,4,1,2,4,2,4,4,1,1,4,1,1,1,2,2,2,1,4,4,1,2,1,1,5,1,2,2,2,4,4,2,1,1,1,4,2,1,1,1,1
38,"ATILA LINS","PFL","AM",1,1,4,4,4,2,1,1,4,5,1,1,4,1,2,1,4,4,4,4,4,4,4,4,4,2,1,2,2,4,4,1,1,1,1,5,1,1,1,2,1,4,4,4,4,1,4,4,1,2,1,4,1,2,4,2,1,4,1,1,4,1,1,1,4,2,2,1,4,4,1,2,1,4,1,1,2,4,1,1,1,2,1,1,1,4,2,1,1,4,1
109,"ATILA LIRA","PSDB","PI",1,2,4,2,2,2,1,1,1,4,1,1,1,2,2,4,4,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,1,1,4,1,1,4,4,4,1,1,1,5,1,4,1,1,4,4,4,4,4,4,2,1,4,1,1,4,1,1,1,2,2,2,1,1,1,1,2,1,4,5,1,2,4,1,1,1,2,1,1,1,4,2,1,1,1,4
165,"AUGUSTO FARIAS","PPB","AL",4,4,1,4,1,2,2,4,1,5,2,1,2,2,2,1,4,1,2,2,2,2,2,2,2,2,1,2,2,1,1,1,2,1,4,4,4,4,1,2,4,1,1,1,4,1,1,1,1,2,1,2,1,2,5,4,4,5,1,4,2,1,1,1,2,2,2,1,1,1,1,2,1,1,2,1,2,4,1,1,1,2,1,1,1,4,2,1,1,1,4
173,"AUGUSTO FRANCO","PSDB","SE",1,1,1,2,2,2,1,4,1,4,1,1,1,2,2,1,4,2,2,2,2,2,2,2,2,1,1,2,1,4,1,1,1,1,2,4,1,1,1,2,4,1,1,1,4,1,1,1,1,2,4,4,4,4,4,4,4,4,1,1,2,1,1,2,2,2,2,1,1,1,1,2,1,1,4,2,2,2,2,2,1,2,1,2,2,4,2,1,3,1,1
489,"AUGUSTO NARDES","PPB","RS",1,1,1,4,3,3,1,1,4,3,1,1,1,1,2,1,4,2,2,2,2,2,1,2,2,2,4,2,2,4,1,4,1,1,1,4,4,4,1,2,1,4,4,4,4,1,1,1,1,2,1,2,4,2,4,4,1,4,1,1,4,1,1,1,4,2,4,1,1,1,4,2,1,4,3,4,4,4,4,3,1,2,4,1,1,4,2,1,1,4,1
128,"AVENZOAR ARRUDA","PT","PB",4,4,1,1,1,1,2,1,2,5,2,2,2,2,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,5,1,1,2,2,1,4,4,1,4,1,4,4,1,2,2,2,1,2,2,1,2,2,1,1,1,1,2,1,2,2,2,1,1,1,5,2,1,1,2,2,1,2,2,2,1,2,1,1,1,1,1,1,1,2,1
111,"B  SA","PSDB","PI",1,2,4,2,2,2,1,1,1,4,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,4,1,1,1,1,4,1,2,1,2,4,2,1,4,1,1,4,1,1,1,2,2,2,1,1,1,1,2,1,1,4,1,2,4,1,1,1,2,1,1,1,4,2,1,1,1,4
21,"BABA","PT","PA",1,2,4,4,4,4,4,4,4,4,2,2,2,2,1,1,4,1,1,4,4,4,4,1,1,1,1,1,1,1,1,4,2,1,2,4,4,4,2,2,1,4,4,1,4,1,1,4,1,2,2,4,1,2,2,1,2,4,1,4,4,1,2,1,2,4,2,1,1,1,4,4,1,1,2,2,1,2,2,2,1,4,1,2,2,1,1,4,1,4,1
10,"BADU PICANCO","PL","AP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,1,1,4,2,2,1,4,1,1,2,1,1,4,1,2,5,1,1,4,4,4,4,4,4,4,4,4,4,4
10,"BADU PICANCO","PSDB","AP",4,4,1,2,2,4,4,4,4,4,1,1,1,1,2,1,4,4,4,4,4,4,4,4,4,2,1,2,2,4,4,1,1,1,1,4,4,4,1,2,1,4,4,1,4,1,1,1,4,4,1,2,4,4,5,4,4,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
416,"BARBOSA NETO","PMDB","GO",4,1,4,4,4,2,1,4,4,4,1,4,1,1,2,1,4,1,4,4,4,4,4,4,4,2,4,2,4,4,4,4,4,4,4,4,4,4,1,4,1,1,1,4,4,1,1,4,4,4,1,2,4,4,4,2,1,4,4,1,4,4,1,1,4,4,4,4,1,1,4,4,1,4,4,1,2,2,2,4,4,4,4,4,1,4,2,1,1,1,1
443,"BASILIO VILLANI","PSDB","PR",4,4,1,2,4,2,1,4,1,5,1,1,1,1,2,4,4,2,2,2,2,4,2,2,4,2,1,4,4,4,1,4,1,1,4,4,1,1,1,2,4,4,1,4,4,4,1,1,4,2,1,2,4,2,4,2,1,4,4,1,4,4,1,1,4,4,2,1,4,1,4,4,1,4,5,1,2,4,1,1,1,2,1,1,1,4,2,1,1,1,1
184,"BENITO GAMA","PMDB","BA",1,1,1,2,2,2,1,1,1,4,1,1,1,1,2,1,4,1,4,2,4,4,2,2,4,2,1,2,2,1,1,1,1,1,1,4,1,1,2,2,1,4,1,1,4,1,4,1,1,4,1,2,4,4,4,4,1,5,1,4,2,1,1,1,2,4,2,1,1,1,1,2,1,1,3,1,2,2,2,2,1,4,4,1,1,4,2,4,1,2,1
289,"BISPO RODRIGUES","PL","RJ",1,1,1,1,1,1,2,1,1,4,2,2,2,2,1,1,4,1,1,1,1,1,1,1,2,2,1,2,2,1,1,1,2,1,1,4,1,1,2,2,1,1,1,1,4,1,1,4,1,2,2,2,1,2,2,2,2,4,4,1,2,1,2,1,4,2,4,2,1,1,2,2,1,1,2,2,1,2,2,2,1,2,1,1,2,4,1,1,1,1,1
347,"BISPO WANDERVAL","PL","SP",1,1,1,1,1,4,4,4,4,4,4,4,4,4,2,1,4,1,1,2,1,1,1,1,2,2,1,2,2,4,4,1,1,1,2,5,1,1,2,2,1,1,1,2,4,1,1,1,1,2,2,2,1,2,2,4,4,2,1,1,2,1,2,2,2,2,2,4,1,1,2,2,1,1,2,4,4,2,2,2,1,2,4,4,4,4,1,1,1,1,1
528,"BONIFACIO DE ANDRADA","PSDB","MG",1,2,4,4,4,2,1,1,1,4,4,4,4,4,4,1,4,4,4,4,4,4,2,2,2,4,4,4,4,4,4,4,4,4,1,5,1,1,1,2,1,4,4,1,4,1,1,4,4,2,1,2,1,2,5,2,1,4,4,1,2,1,4,4,4,4,4,4,1,1,4,4,2,1,4,4,2,4,1,1,2,4,4,4,1,4,2,1,4,4,4
224,"CABO JULIO","PL","MG",1,1,1,1,1,4,4,4,1,4,1,1,1,1,1,1,5,1,1,2,1,1,1,1,2,4,4,4,4,4,4,4,4,4,4,4,1,1,2,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224,"CABO JULIO","PST","MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,4,4,4,4,4,4,1,1,1,2,1,1,4,1,2,4,1,1,1,2,1,1,1,4,2,1,1,4,1
224,"CABO JULIO",NA,"MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,1,1,1,2,4,4,1,2,2,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
597,"CANDINHO MATTOS","PSDB","RJ",1,2,1,4,4,2,1,1,4,4,5,3,3,3,3,1,4,1,1,4,4,4,1,3,2,1,1,2,2,1,1,1,1,1,2,4,1,4,1,2,1,1,1,1,4,4,1,1,1,2,1,2,1,4,4,2,1,4,1,1,2,4,1,1,2,2,2,2,1,1,1,2,1,1,5,1,2,4,1,1,1,2,1,1,1,4,2,1,1,1,1
476,"CARLITO MERSS","PT","SC",4,4,1,1,4,4,2,1,2,4,2,2,2,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,4,2,4,4,4,2,2,1,1,1,1,4,1,1,1,1,2,2,2,1,2,2,1,2,4,1,1,1,1,2,1,2,2,2,1,1,1,5,2,1,1,2,2,1,2,2,2,1,2,1,1,1,4,1,1,1,2,1
120,"CARLOS ALBERTO ROSADO","PFL","RN",4,4,4,2,2,2,1,1,1,4,1,1,1,1,2,4,4,2,2,2,2,4,2,1,2,2,1,4,4,1,4,4,4,1,1,4,4,1,2,2,1,4,4,4,4,1,1,1,4,4,1,4,1,2,5,2,1,5,4,2,2,2,1,1,2,2,4,1,1,1,1,2,1,1,4,1,2,4,1,4,1,2,1,1,4,4,1,1,1,4,1
148,"CARLOS BATATA","PSDB","PE",1,2,1,4,2,4,1,4,4,4,1,1,1,1,2,4,2,4,2,2,4,4,4,2,2,2,4,4,4,4,4,4,1,4,4,4,4,4,1,4,1,1,4,4,4,4,4,4,4,4,4,4,1,4,4,2,4,4,1,1,2,1,1,1,2,2,2,1,1,4,1,4,1,4,4,1,2,4,1,1,4,2,4,4,4,4,2,4,1,4,1
130,"CARLOS DUNGA","PTB","PB",1,2,1,4,4,2,1,1,1,4,1,1,1,1,2,1,4,2,2,2,2,2,4,2,2,2,1,2,2,1,1,1,1,1,1,4,4,1,1,2,1,1,1,1,4,4,1,1,1,2,1,2,1,2,5,2,1,5,1,1,2,1,1,1,1,2,2,1,1,1,1,2,1,1,5,1,1,2,1,1,4,2,1,1,1,4,2,1,1,4,1
227,"CARLOS MOSCONI","PSDB","MG",1,2,1,2,2,2,1,1,1,4,4,4,4,4,2,1,4,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,1,4,4,1,1,1,2,1,4,1,1,4,1,1,1,1,4,1,2,1,2,5,2,1,4,1,1,2,1,4,4,4,4,4,4,1,1,1,2,1,1,4,1,2,4,1,1,1,2,1,1,1,4,2,1,1,1,1
621,"CARLOS NADER","PFL","RJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,1,2,4,1,1,1,4,1,1,1,4,2,1,1,1,1
290,"CARLOS SANTANA","PT","RJ",4,4,1,1,1,4,4,4,4,4,2,2,2,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,4,1,1,4,2,1,1,1,1,4,1,1,1,1,2,2,2,1,2,4,1,2,2,1,4,1,1,2,1,2,2,2,1,1,1,2,2,1,1,2,2,1,2,2,2,1,2,1,1,1,4,1,1,1,2,1
400,"CELCITA PINHEIRO","PFL","MT",1,2,1,2,2,2,1,1,1,4,1,1,1,1,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,1,1,1,1,1,1,4,1,1,1,2,1,1,1,4,4,1,4,1,1,2,1,2,1,2,4,2,1,4,1,1,2,1,1,1,2,2,2,1,1,4,1,2,1,1,5,1,2,4,4,4,1,2,1,1,1,4,2,1,1,1,1
344,"CELSO RUSSOMANNO","PPB","SP",1,1,1,2,2,2,1,4,1,4,1,1,1,1,2,1,4,2,2,2,4,2,2,2,2,1,1,2,2,1,4,4,1,1,1,4,1,1,1,2,1,1,1,4,4,1,1,1,4,2,1,4,1,4,1,2,1,3,4,1,2,1,1,2,3,4,4,3,1,1,1,2,1,1,4,1,2,4,1,1,1,2,1,2,2,4,2,1,1,1,1
70,"CESAR BANDEIRA","PFL","MA",1,1,4,2,2,2,1,1,1,4,1,1,1,1,4,4,4,4,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,1,1,2,1,1,1,2,1,4,1,1,4,1,1,1,1,4,1,4,1,2,4,2,4,4,4,1,2,1,1,1,2,2,2,1,1,1,1,2,1,1,4,1,2,4,1,1,1,4,1,1,1,4,4,4,4,1,4
494,"CEZAR SCHIRMER","PMDB","RS",1,1,1,3,4,4,4,4,4,4,4,4,4,4,1,1,4,1,1,4,4,4,2,2,4,4,4,2,1,1,4,4,1,4,1,5,1,4,2,2,1,4,4,1,4,4,4,1,4,4,4,4,1,2,4,4,4,4,4,1,4,4,4,1,2,2,1,1,4,1,1,2,1,1,4,1,2,2,2,2,1,4,4,1,1,4,2,1,1,4,4
446,"CHICO DA PRINCESA","PSDB","PR",1,2,1,2,2,2,1,1,1,4,1,1,1,1,2,1,2,2,2,2,2,2,2,2,4,2,1,2,2,1,1,1,1,1,1,4,4,4,4,4,4,4,1,4,4,4,1,1,1,2,1,2,1,2,4,4,4,4,4,1,2,1,1,1,2,2,2,1,1,1,1,4,1,1,4,1,2,4,1,1,1,2,1,1,1,4,2,1,1,1,1
573,"CHICO SARDELLI","PFL","SP",4,4,1,4,2,4,4,1,1,4,1,1,1,2,1,1,4,1,1,1,1,1,4,4,4,2,1,2,2,1,1,4,1,1,1,5,1,1,2,2,1,4,4,4,4,1,1,1,1,2,1,2,1,2,5,4,1,4,4,1,2,1,1,1,2,2,2,1,1,1,1,2,1,1,5,2,5,2,2,2,1,4,1,1,1,4,2,1,1,1,1
93,"CHIQUINHO FEITOSA","PSDB","CE",1,4,4,4,4,2,1,1,1,4,1,1,4,4,4,1,4,2,2,2,2,2,2,2,4,4,4,4,4,1,1,1,1,1,1,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,4,4,4,4,4,1,2,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,2,4,1,1,4,4,4,4,4,4,4,4,4,4,4
112,"CIRO NOGUEIRA","PFL","PI",1,1,1,2,2,2,1,1,1,4,1,1,1,1,4,1,5,2,4,2,2,2,2,2,2,2,1,1,2,1,4,4,1,1,1,4,4,4,4,4,4,1,1,4,4,4,1,1,1,2,4,4,4,4,4,4,1,4,1,1,2,4,1,4,4,4,4,4,1,1,1,4,4,1,4,1,2,4,1,4,1,2,4,4,4,4,2,1,1,1,4
186,"CLAUDIO CAJADO","PFL","BA",4,4,1,2,2,2,1,1,1,4,1,1,1,1,2,1,4,2,2,4,2,2,2,2,2,2,1,2,2,1,4,1,1,1,1,4,4,4,4,4,4,4,4,1,4,1,1,1,1,2,4,2,1,2,5,2,1,4,1,1,2,1,1,1,2,2,2,1,1,1,1,2,1,1,5,1,2,4,1,1,1,2,1,1,1,4,4,4,4,4,4
153,"CLEMENTINO COELHO","PPS","PE",4,2,1,1,1,1,2,1,2,2,2,2,2,2,1,1,4,1,1,4,4,4,4,4,1,1,1,1,1,4,4,4,2,1,4,4,4,4,2,2,4,1,1,1,4,1,1,1,1,2,2,2,1,2,2,1,2,4,4,1,4,4,4,1,2,2,2,1,1,1,4,2,1,1,2,1,2,4,1,1,1,2,1,1,1,4,1,1,1,1,1
176,"CLEONANCIO FONSECA","PPB","SE",4,4,4,2,2,2,1,1,1,4,4,4,4,4,2,1,4,4,4,4,4,4,4,2,2,1,1,2,2,1,1,4,2,1,4,4,4,4,4,4,4,4,4,4,4,1,4,1,4,2,1,2,1,2,5,4,4,3,4,1,4,4,4,4,4,4,4,4,4,1,4,2,1,4,3,1,2,4,1,1,1,2,4,1,1,4,2,1,1,4,1
225,"CLEUBER CARNEIRO","PFL","MG",1,4,4,4,4,2,1,4,1,4,1,4,1,2,2,1,4,4,4,4,4,4,4,4,4,4,1,2,2,1,4,4,4,1,1,4,1,1,4,2,1,4,4,1,4,1,4,4,4,4,4,2,1,2,4,2,1,3,1,1,3,1,4,1,2,2,2,1,1,1,1,2,1,1,4,1,2,4,1,1,1,2,1,1,1,4,2,1,1,4,4
606,"CLOVIS ILGENFRITZ","PT","RS",1,2,4,4,4,1,2,1,2,5,2,2,2,2,1,1,4,1,1,4,4,4,1,1,1,1,1,1,1,1,1,4,2,1,4,4,4,4,4,4,4,1,1,1,4,1,4,1,1,2,4,4,1,2,2,1,2,4,4,1,4,4,2,1,4,4,4,1,1,1,5,2,1,1,2,2,1,2,2,2,1,2,1,1,1,4,1,1,1,2,4
554,"CLOVIS VOLPI","PSDB","SP",1,4,1,2,2,2,1,1,1,4,1,1,1,1,2,1,2,4,2,2,2,2,4,2,2,2,1,2,2,4,1,1,1,1,4,4,4,4,1,2,1,1,1,1,4,4,1,1,1,2,1,2,1,2,4,2,1,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,"CLOVIS VOLPI","PV","SP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,2,2,2,1,1,1,1,4,1,1,4,1,2,4,2,2,1,2,4,1,1,4,2,1,1,1,1
45,"CONFUCIO MOURA","PMDB","RO",4,4,1,2,2,2,1,1,1,4,1,1,1,4,2,1,4,1,4,2,2,2,2,2,2,2,1,2,2,4,1,1,1,1,1,4,1,1,2,2,1,1,1,1,4,1,4,4,1,2,1,2,1,2,4,2,1,5,1,1,4,1,1,1,2,2,2,1,1,1,1,4,1,1,4,1,2,2,2,2,1,2,4,1,1,4,2,1,1,4,1
345,"CORAUCI SOBRINHO","PFL","SP",1,1,1,2,1,2,1,1,1,4,1,1,1,1,2,1,4,2,2,2,2,2,2,1,1,1,1,2,1,4,1,4,1,1,1,2,1,1,1,2,1,1,1,1,4,1,1,1,1,2,1,2,1,2,5,1,2,5,1,4,1,1,1,2,4,2,2,2,1,1,1,2,1,1,2,2,1,2,2,2,1,2,1,1,1,4,2,1,1,1,1
187,"CORIOLANO SALES","PMDB","BA",4,4,1,2,2,2,1,1,1,3,4,1,1,1,2,1,4,1,1,2,2,2,2,2,2,2,1,2,2,1,4,1,1,1,1,4,1,1,1,2,1,1,1,1,4,1,1,1,1,2,1,2,1,2,4,2,2,1,1,1,1,1,1,2,2,2,4,2,1,1,1,2,1,1,5,1,2,2,2,2,1,2,1,4,1,4,2,4,1,2,1
291,"CORNELIO RIBEIRO","PL","RJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,1,1,1,1,1,1,4,4,4,2,2,1,1,1,1,4,4,1,1,1,2,4,2,1,2,2,2,1,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,2,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1
291,"CORNELIO RIBEIRO","PSB","RJ",1,2,4,4,4,1,2,1,2,2,2,2,1,2,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
291,"CORNELIO RIBEIRO",NA,"RJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4,2,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,"COSTA FERREIRA","PFL","MA",4,4,4,4,4,2,1,1,1,4,1,1,1,1,2,1,4,2,2,2,2,2,2,2,2,2,1,2,2,1,4,4,4,1,1,4,4,1,1,2,1,1,1,1,4,1,1,1,1,2,1,2,1,4,4,2,4,4,4,1,2,1,1,1,2,2,2,1,1,1,1,2,4,4,4,4,4,4,1,1,1,2,1,1,4,4,2,1,1,1,4
346,"CUNHA BUENO","PPB","SP",4,4,4,4,4,2,1,4,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,2,1,2,2,1,1,4,1,1,2,4,1,1,1,2,1,1,4,4,4,4,4,4,4,4,1,2,4,4,4,4,4,4,1,1,2,4,4,4,4,4,4,4,4,1,4,4,1,1,2,4,1,4,1,1,1,4,4,4,2,5,4,4,4,4,4
228,"CUSTODIO MATTOS","PSDB","MG",1,2,1,2,2,2,1,1,1,4,1,1,1,1,4,4,4,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,1,1,4,1,1,1,2,1,4,4,4,4,1,1,1,1,2,1,2,1,2,4,1,2,4,4,1,1,1,1,1,2,2,2,1,4,4,1,2,1,1,4,1,2,4,1,1,1,2,1,4,1,5,2,1,1,1,1
133,"DAMIAO FELICIANO","PMDB","PB",1,1,1,2,2,4,4,4,4,4,1,1,1,1,2,1,4,1,2,2,2,1,2,2,2,2,1,2,2,1,4,1,1,1,1,4,1,4,1,4,1,1,1,4,4,4,4,1,1,2,1,2,1,2,4,2,1,4,4,4,4,1,1,1,2,2,2,1,1,1,4,4,4,1,4,4,2,2,2,2,4,2,1,1,4,4,2,4,1,1,1
229,"DANILO DE CASTRO","PSDB","MG",4,4,1,2,2,2,1,1,1,4,1,1,1,3,2,1,4,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,4,1,5,1,1,4,1,1,1,1,1,4,4,1,1,4,2,1,4,1,2,4,2,1,4,1,1,4,1,1,1,4,4,4,4,1,4,1,2,1,1,5,1,2,4,1,1,1,4,1,1,1,4,2,1,1,1,1
61,"DARCI COELHO","PFL","TO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,1,1,2,1,2,4,2,4,4,1,4,1,4,2,1,1,1,4,2,2,1,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
491,"DARCISIO PERONDI","PMDB","RS",1,1,4,2,2,4,4,4,4,4,1,1,1,1,2,1,2,4,2,2,4,2,2,2,2,4,4,4,4,1,1,4,1,1,1,5,1,4,2,4,1,4,4,1,4,1,4,1,1,2,1,2,1,4,4,2,1,4,1,1,2,1,1,1,2,2,2,4,1,1,4,2,1,4,4,1,2,4,1,1,1,2,4,4,1,4,4,1,1,4,1
382,"DE VELASCO","PSL","SP",1,1,1,2,1,1,2,1,1,4,2,2,2,2,1,4,4,1,1,2,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,4,4,1,1,1,2,2,2,1,2,2,2,2,2,1,1,2,1,2,1,2,2,2,2,1,1,4,4,2,1,2,4,4,4,2,2,1,2,1,1,2,4,1,1,1,1,1
348,"DELFIM NETTO","PPB","SP",1,1,1,4,4,2,1,4,1,5,1,1,1,1,2,1,4,2,2,2,2,4,2,2,2,2,1,2,2,1,1,1,1,1,4,4,1,1,1,2,1,1,1,1,4,1,1,1,1,4,1,2,1,2,4,2,4,4,1,1,2,1,1,1,3,2,4,4,1,1,1,2,1,1,4,1,2,4,1,1,1,4,4,4,4,4,2,1,4,2,4
18,"DEUSDETH PANTOJA","PFL","PA",4,4,1,2,2,4,4,1,1,3,1,4,1,1,2,1,5,4,2,2,2,2,2,2,2,2,1,2,2,4,1,1,1,1,1,2,1,1,1,2,1,4,4,1,4,1,1,1,1,2,1,2,1,2,3,4,4,5,4,1,2,1,1,1,2,2,2,1,1,1,1,2,4,4,4,1,2,5,1,1,1,2,1,1,1,4,2,1,1,1,1
444,"DILCEU SPERAFICO","PPB","PR",1,4,1,2,2,2,1,1,1,4,1,1,1,1,4,4,4,2,2,2,2,2,2,2,2,3,1,2,2,1,4,4,1,1,1,4,1,1,1,2,1,1,1,1,4,1,1,4,1,2,1,2,1,2,4,2,1,5,1,1,2,1,1,1,4,4,2,1,1,1,1,2,1,1,4,1,2,4,1,1,1,2,1,1,1,4,2,1,1,1,1
