"id","name","party","state","vote.100000690","vote.100000691","vote.100000692","vote.100000693","vote.100000694","vote.100000695","vote.100000696","vote.100000697","vote.100000698","vote.100000699","vote.100000700","vote.100000701","vote.100000702","vote.100000703","vote.100000704","vote.100000705","vote.100000708"
500,"PAULO PAIM","PT","RS",1,2,2,1,1,1,2,NA,1,2,1,1,2,2,NA,NA,NA
315,"PAULO PORTUGAL","PP","RJ",NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,2,1,1,NA,1,1
527,"PAULO RAMOS","PDT","RJ",1,NA,NA,1,2,2,1,NA,2,2,NA,NA,2,NA,NA,NA,NA
32,"PAULO ROCHA","PT","PA",2,2,NA,1,1,1,2,1,NA,NA,NA,1,NA,NA,NA,NA,NA
531,"PAULO ROMANO","PSC","MG",1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,"PAULO SILVA","PSDB","PI",NA,NA,NA,NA,NA,1,2,NA,NA,2,1,2,1,1,1,1,1
33,"PAULO TITAN","PMDB","PA",1,2,NA,1,1,3,NA,NA,1,2,2,2,1,2,NA,1,NA
417,"PEDRO ABRAO","PTB","GO",NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,1,1,1,1
154,"PEDRO CORREA","PFL","PE",NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA
213,"PEDRO IRUJO","PMDB","BA",2,2,1,NA,1,1,1,1,1,2,2,2,1,NA,NA,2,1
83,"PEDRO NOVAIS","PMDB","MA",NA,NA,NA,NA,NA,2,1,NA,1,NA,NA,NA,NA,NA,1,3,3
83,"PEDRO NOVAIS","PSD","MA",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
378,"PEDRO PAVAO","PPR","SP",NA,2,NA,NA,1,NA,1,2,NA,NA,NA,2,1,NA,NA,NA,1
521,"PEDRO TASSIS","PMDB","MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,1
452,"PEDRO TONELLI","PT","PR",2,2,2,NA,1,NA,2,1,1,2,1,1,2,NA,2,NA,NA
179,"PEDRO VALADARES","PP","SE",1,2,NA,1,2,1,1,NA,1,NA,NA,NA,2,NA,NA,NA,1
598,"PHILEMON RODRIGUES","PTB","MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1
432,"PINGA FOGO DE OLIVEIRA","PDT","PR",1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,"PINHEIRO LANDIM","PMDB","CE",NA,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,1,1
206,"PRISCO VIANA","PPR","BA",NA,2,NA,NA,1,NA,1,2,1,1,1,2,1,1,NA,1,1
260,"RAUL BELEM","PP","MG",NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1
50,"REDITARIO CASSOL","PP","RO",1,NA,1,1,1,1,1,NA,NA,2,NA,NA,1,1,NA,NA,NA
316,"REGINA GORDILHO","PRONA","RJ",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
453,"REINHOLD STEPHANES","PFL","PR",NA,2,1,NA,1,1,NA,NA,1,1,NA,2,NA,1,NA,NA,1
454,"RENATO JOHNSSON","PP","PR",1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA
155,"RENILDO CALHEIROS","PCdoB","PE",3,2,1,1,NA,NA,2,NA,NA,2,1,1,NA,2,NA,1,2
202,"RIBEIRO TAVARES","PL","BA",NA,NA,1,2,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,1
583,"RICARDO CORREA","PL","MT",NA,1,1,1,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,"RICARDO FIUZA","PFL","PE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
42,"RICARDO MORAES","PSB","AM",2,NA,NA,NA,2,1,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA
42,"RICARDO MORAES",NA,"AM",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,"RICARDO MURAD","PSD","MA",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279,"RITA CAMATA","PMDB","ES",1,NA,1,NA,1,NA,1,NA,1,2,2,2,NA,NA,NA,1,1
137,"RIVALDO MEDEIROS","PFL","PB",3,NA,NA,NA,NA,1,1,NA,NA,2,NA,NA,1,NA,1,NA,1
418,"ROBERTO BALESTRA","PPR","GO",3,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,3,NA
261,"ROBERTO BRANT","PTB","MG",NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,NA,NA,NA,NA,NA
318,"ROBERTO CAMPOS","PPR","RJ",NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,2,NA,NA,NA,2,NA
157,"ROBERTO FRANCA","PSB","PE",2,2,2,1,NA,1,1,NA,1,2,1,2,NA,1,3,1,NA
158,"ROBERTO FREIRE","PPS","PE",1,2,NA,1,NA,1,NA,NA,1,NA,NA,NA,1,1,NA,NA,1
317,"ROBERTO JEFFERSON","PTB","RJ",NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,2,1,NA,NA,1
159,"ROBERTO MAGALHAES","PFL","PE",NA,NA,NA,NA,NA,1,1,NA,NA,NA,2,1,NA,NA,NA,NA,NA
518,"ROBERTO ROLLEMBERG","PMDB","SP",NA,2,1,1,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA
169,"ROBERTO TORRES","PTB","AL",1,2,1,NA,NA,1,1,2,NA,2,NA,NA,1,1,1,1,NA
280,"ROBERTO VALADAO","PMDB","ES",NA,2,1,NA,1,1,1,NA,1,2,NA,2,NA,NA,NA,NA,2
381,"ROBSON TUMA","PL","SP",NA,NA,NA,2,2,NA,NA,1,1,2,2,1,1,1,NA,2,1
392,"RODRIGUES PALMA","PTB","MT",1,2,1,NA,1,1,1,2,1,2,NA,NA,1,NA,1,1,1
262,"ROMEL ANISIO","PP","MG",NA,NA,1,NA,NA,1,1,NA,NA,2,NA,1,1,1,NA,NA,1
419,"RONALDO CAIADO","PFL","GO",1,2,1,NA,NA,1,NA,2,1,NA,NA,2,1,1,1,NA,NA
523,"RONALDO PERIM","PMDB","MG",1,2,1,NA,NA,1,1,NA,1,2,2,1,NA,NA,1,2,1
56,"RONIVON SANTIAGO","PPR","AC",3,2,1,1,NA,NA,NA,NA,NA,2,2,NA,NA,1,NA,1,NA
281,"ROSE DE FREITAS","PSDB","ES",1,2,NA,1,1,1,NA,1,1,2,NA,2,NA,NA,NA,NA,NA
85,"ROSEANA SARNEY","PFL","MA",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
319,"RUBEM MEDINA","PFL","RJ",NA,1,NA,NA,NA,1,NA,2,NA,2,NA,1,1,1,NA,NA,NA
8,"RUBEN BENTO","PFL","RR",NA,NA,1,1,1,NA,1,1,1,2,NA,1,1,1,NA,2,NA
473,"RUBERVAL PILOTTO","PPR","SC",NA,NA,NA,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,"SALATIEL CARVALHO","PP","PE",1,2,NA,NA,NA,3,NA,NA,1,2,NA,1,NA,NA,NA,1,NA
263,"SAMIR TANNUS","PPR","MG",1,2,1,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,1
320,"SANDRA CAVALCANTI","PPR","RJ",2,1,1,1,NA,1,1,2,NA,NA,NA,NA,NA,NA,1,1,1
264,"SANDRA STARLING","PT","MG",2,2,2,1,1,1,2,NA,1,2,NA,1,NA,NA,NA,NA,NA
81,"SARNEY FILHO","PFL","MA",1,2,NA,1,NA,1,1,1,1,2,NA,NA,1,NA,NA,1,NA
265,"SAULO COELHO","PSDB","MG",2,NA,2,NA,1,1,1,NA,NA,2,1,1,NA,NA,NA,2,1
284,"SERGIO AROUCA","PPS","RJ",1,2,NA,1,NA,1,1,1,1,NA,NA,1,1,1,1,2,NA
15,"SERGIO BARCELLOS","PFL","AP",NA,1,NA,NA,3,NA,NA,NA,NA,2,NA,NA,1,1,NA,1,NA
215,"SERGIO BRITO","PSD","BA",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
321,"SERGIO CURY","PDT","RJ",NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,1,2,NA,NA,NA,1
567,"SERGIO FERRARA","PDT","MG",1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
567,"SERGIO FERRARA","PMDB","MG",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216,"SERGIO GAUDENZI","PSDB","BA",2,2,2,1,1,1,2,1,1,2,1,2,2,NA,1,NA,1
161,"SERGIO GUERRA","PSB","PE",NA,2,2,NA,1,1,NA,NA,NA,NA,NA,NA,3,NA,1,1,1
98,"SERGIO MACHADO","PSDB","CE",NA,1,NA,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
577,"SERGIO MIRANDA","PCdoB","MG",2,2,2,NA,NA,1,2,NA,1,2,1,1,2,2,NA,1,2
266,"SERGIO NAYA","PP","MG",NA,NA,NA,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1
570,"SERGIO SPADA","PP","PR",NA,NA,NA,NA,1,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
322,"SIDNEY DE MIGUEL","PV","RJ",NA,NA,2,NA,3,NA,1,NA,1,2,NA,1,2,NA,1,NA,NA
400,"SIGMARINGA SEIXAS","PSDB","DF",NA,NA,2,1,1,1,1,1,NA,2,1,1,1,NA,NA,NA,NA
323,"SIMAO SESSIM","PPR","RJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,1,NA,NA,1
27,"SOCORRO GOMES","PCdoB","PA",2,NA,NA,1,NA,1,2,NA,NA,NA,1,1,1,2,NA,NA,2
383,"TADASHI KURIKI","PPR","SP",1,2,1,NA,1,1,NA,2,1,1,NA,2,NA,NA,1,NA,1
259,"TARCISIO DELGADO","PMDB","MG",1,2,1,NA,1,NA,NA,1,NA,NA,2,2,1,NA,1,1,1
502,"TELMO KIRST","PPR","RS",1,NA,1,NA,NA,1,NA,2,1,1,NA,2,1,1,NA,NA,1
267,"TILDEN SANTIAGO","PT","MG",NA,2,NA,NA,NA,1,2,NA,1,2,1,1,2,NA,NA,NA,NA
539,"TOURINHO DANTAS","PFL","BA",2,NA,NA,NA,NA,1,1,NA,1,NA,2,NA,3,NA,NA,1,1
361,"TUGA ANGERAMI","PSDB","SP",2,2,2,1,1,1,1,1,1,2,1,1,1,1,2,2,2
106,"UBIRATAN AGUIAR","PSDB","CE",NA,NA,2,1,1,1,1,1,NA,2,1,NA,1,1,NA,NA,NA
217,"ULDURICO PINTO","PSB","BA",NA,2,2,1,1,1,2,NA,NA,2,1,NA,2,NA,NA,NA,NA
342,"VADAO GOMES","PP","SP",1,NA,NA,NA,2,1,NA,NA,NA,NA,NA,2,1,1,NA,1,NA
385,"VALDEMAR COSTA NETO","PL","SP",NA,1,1,NA,NA,1,1,NA,NA,NA,NA,3,NA,1,1,2,1
16,"VALDENOR GUEDES","PP","AP",1,2,NA,NA,1,NA,1,NA,1,2,2,2,NA,NA,1,1,1
557,"VALDIR COLATTO","PMDB","SC",NA,2,1,1,2,NA,NA,NA,1,1,NA,2,NA,3,NA,1,1
34,"VALDIR GANZER","PT","PA",NA,NA,NA,1,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
503,"VALDOMIRO LIMA","PDT","RS",NA,2,NA,NA,NA,NA,1,1,NA,2,NA,1,NA,1,NA,NA,1
427,"VALTER PEREIRA","PMDB","MS",NA,NA,1,1,1,1,1,NA,1,2,2,2,NA,NA,NA,1,2
474,"VASCO FURLAN","PPR","SC",1,NA,NA,NA,NA,1,1,NA,1,NA,2,1,1,1,NA,2,NA
107,"VICENTE FIALHO","PFL","CE",NA,NA,NA,NA,1,1,NA,NA,NA,2,NA,1,1,1,NA,1,1
504,"VICTOR FACCIONI","PPR","RS",1,2,1,NA,NA,NA,1,NA,1,NA,2,NA,1,NA,NA,NA,NA
559,"VILMAR ROCHA","PFL","GO",NA,2,1,NA,1,NA,1,NA,1,2,2,3,1,NA,1,NA,1
420,"VIRMONDES CRUVINEL","PMDB","GO",1,2,1,1,1,1,1,NA,1,NA,2,NA,2,1,1,NA,1
128,"VITAL DO REGO","PDT","PB",1,2,1,NA,1,1,NA,NA,1,NA,1,1,2,1,NA,NA,NA
128,"VITAL DO REGO",NA,"PB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
170,"VITORIO MALTA","PPR","AL",1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA
268,"VITTORIO MEDIOLI","PSDB","MG",1,NA,1,1,NA,1,1,2,NA,NA,1,1,1,1,2,2,1
324,"VIVALDO BARBOSA","PDT","RJ",NA,NA,1,NA,2,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA
325,"VLADIMIR PALMEIRA","PT","RJ",2,2,2,NA,NA,NA,2,NA,1,NA,NA,1,2,NA,NA,NA,NA
269,"WAGNER DO NASCIMENTO","PP","MG",NA,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,1,2,NA,1,1
386,"WAGNER ROSSI","PMDB","SP",NA,NA,1,1,NA,1,NA,NA,NA,NA,2,NA,1,NA,NA,1,NA
218,"WALDECK ORNELAS","PFL","BA",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,1,NA,NA,1,1
428,"WALDIR GUERRA","PFL","MS",2,1,1,NA,NA,1,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA
187,"WALDIR PIRES","PSDB","BA",NA,2,2,1,1,1,1,1,1,2,1,2,2,NA,NA,3,NA
569,"WALDOMIRO FIORAVANTE","PT","RS",2,2,2,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,NA
387,"WALTER NORY","PMDB","SP",1,NA,1,NA,2,NA,NA,1,1,2,NA,NA,NA,NA,NA,2,1
327,"WANDA REIS","PMDB","RJ",NA,NA,NA,NA,1,1,1,NA,1,2,3,NA,NA,NA,NA,NA,NA
327,"WANDA REIS","PSD","RJ",NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
394,"WELINTON FAGUNDES","PL","MT",NA,2,1,NA,NA,1,1,2,NA,NA,NA,1,1,1,1,1,1
457,"WERNER WANDERER","PFL","PR",NA,NA,NA,1,NA,1,NA,NA,1,NA,2,2,1,NA,1,NA,NA
162,"WILSON CAMPOS","PSDB","PE",2,2,2,NA,NA,NA,1,1,1,2,1,1,1,1,NA,1,1
270,"WILSON CUNHA","PTB","MG",1,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA
458,"WILSON MOREIRA","PSDB","PR",NA,1,NA,NA,1,NA,1,1,1,2,1,2,1,NA,2,2,1
505,"WILSON MULLER","PDT","RS",NA,2,1,NA,NA,2,NA,1,2,2,1,NA,2,NA,1,NA,NA
271,"ZAIRE REZENDE","PMDB","MG",NA,2,1,1,1,1,1,1,1,2,2,2,NA,1,1,1,1
57,"ZILA BEZERRA","PMDB","AC",NA,NA,2,NA,1,1,1,1,NA,2,2,2,NA,2,1,1,1
135,"ZUCA MOREIRA","PMDB","PB",1,2,1,NA,1,1,1,NA,1,2,2,2,NA,NA,NA,NA,NA
